Title,Type,Score,Score Count,Members,Rank,Popularity,Genres,Authors,Synopsis,Link,Date,Page
Over Drive,TV,7.53,20375,44207,1671,3213,"Sports, Racing, Shounen",Xebec,"Mikoto Shinozaki is a high school student lacking in social awareness. In addition, due to his untidy appearance and low self-esteem, he is an easy target for bullies. Regardless, any misfortune that falls upon Mikoto is partly his own fault—at least, that is what Yuki Fukuzawa, the most popular girl in class, believes. With this assumption, Yuki invites Mikoto to join the school's bicycle club, in hopes he can improve himself and gain new friends. Motivated by feelings he has for Yuki, Mikoto has no reason to decline her offer—except for the fact that he does not know how to ride a bicycle.

Despite his lack of even the fundamentals, Mikoto cannot get over the image of himself on a bicycle. Eventually, he succumbs to his curiosity and sneaks into the school grounds at night to practice. This begins Mikoto's journey as he pedals his way through the vast world of cycling, where the scenery of his life changes in ways he never thought possible.

[Written by MAL Rewrite]",https://myanimelist.net/anime/2112/Over_Drive,19-11-2023,Top Anime
Patapata Hikousen no Bouken,TV,7.53,2396,8296,1672,6699,"Adventure, Sci-Fi",Telecom Animation Film,"Jane's mother dies when she is born, and her father, a rich English aristocrat, soon remarries to a woman with a son, William, who despises his new father and brother. George and Jane grow up with a dream to make a flying machine. George believes the distant Asian sands hold a secret: a mysterious cerulean sand which can make machines fly. He goes on an expedition to find it, and soon is reported executed for treason. William disappears too. After she recieves an unsigned letter holding a handful of pale-blue sand which floats in the air, Jane is sure her brother is alive and leaves to the East to find him and prove him innocent. There are many mysteries to unravel in store for Jane and her new friends on her journey. But perhaps a mystery should forever remain a mystery... 

(Source: ANN)",https://myanimelist.net/anime/708/Patapata_Hikousen_no_Bouken,19-11-2023,Top Anime
Persona 3 the Movie 1: Spring of Birth,Movie,7.53,60977,116056,1673,1811,"Action, Fantasy, Supernatural",AIC ASTA,"At the stroke of midnight, the Dark Hour appears—a secret hour which most are unaware of. Those not trapped in coffins during this time, unfortunate enough to find themselves conscious, are met by dangerous creatures known as Shadows. A select few, however, possess the potential to wield Persona: a special power used to defeat these beings. This secret group is called SEES (Specialized Extracurricular Execution Squad), and their mission is to uncover the reason behind the Dark Hour's appearance.

Only a short while after transfer student Makoto Yuuki begins his residency at Iwatodai Dorm, his Persona awakens after an attack by a strong Shadow. Now recruited into the ranks of SEES, he begins fighting alongside his comrades, as only they can protect humanity from Shadows and prevent the anomaly that is the Dark Hour.

[Written by MAL Rewrite]",https://myanimelist.net/anime/14407/Persona_3_the_Movie_1__Spring_of_Birth,19-11-2023,Top Anime
Princess Principal: Crown Handler Movie 1,Movie,7.53,8507,41714,1674,3328,"Action, Mystery, Historical",Actas,"A failed assassination attempt on the Kingdom of Albion's queen causes spies on all sides to be questioned on their loyalty to their respective alliances. Amid the increasing tensions, Ange le Carré, Dorothy, Charlotte, and Chise Toudou have returned with a new assignment: to collect an antique bookstore owner held captive at the kingdom's prison. However, this simple mission is soon followed by fear when Control assigns the team to investigate a suspected double agent within the royal family. 

Ange and the other members of Team White Pigeon must face betrayal and bloodshed as they attempt to make contact with another spy while aware of only one thing: their codename, Bishop.

[Written by MAL Rewrite]",https://myanimelist.net/anime/37807/Princess_Principal__Crown_Handler_Movie_1,19-11-2023,Top Anime
Shine Post,TV,7.53,6627,23151,1675,4430,"Drama, Idols (Female), Music",Studio Kai,"Haru Nabatame, Rio Seibu, and Kyouka Tamaki's idol unit, TiNgS, is on the verge of disbandment. However, if they can fill all two thousand seats in their upcoming anniversary concert, their idol careers will live to see another day. This quota is seemingly impossible for a group like them, especially when the most people they have had at a show is 37. Fortunately, they are placed under a new talented manager—Naoki Hinase.

While initially reluctant due to past experiences, Naoki takes charge of TiNgS after sensing Haru's genuine passion for idols with his own remarkable ability to see the shine of someone who is lying. Despite the challenges she faces in this ambitious endeavor, Haru wants everyone in the world to love idols, even willing to become the shining guidepost—shine post—to accomplish her dream.

[Written by MAL Rewrite]",https://myanimelist.net/anime/50221/Shine_Post,19-11-2023,Top Anime
Aikatsu! Movie,Movie,7.53,3753,8085,1676,6800,"Slice of Life, Idols (Female), Music, School",Sunrise,"The story of the anime revolves around Ichigo, who was just a normal middle school student until she suddenly got involved in the world of idols. The film will center on Aikatsu!'s greatest ""Super Live"" concert yet, the Dai Star Miya Ichigo Matsuri. Ichigo prepares for the concert with press conferences, last-minute lessons, and more.

(Source: ANN)",https://myanimelist.net/anime/22819/Aikatsu_Movie,19-11-2023,Top Anime
Amaama to Inazuma,TV,7.53,137563,313086,1677,738,"Gourmet, Slice of Life, Childcare, Iyashikei, Seinen",TMS Entertainment,"Since the death of his wife, Kouhei Inuzuka has been caring for his young daughter Tsumugi to the best of his abilities. However, with his lack of culinary knowledge and his busy job as a teacher, he is left relying on ready-made meals from convenience stores to feed the little girl. Frustrated at his own incapability to provide a fresh, nutritious meal for his daughter, Kouhei takes up an offer from his student, Kotori Iida, to come have dinner at her family's restaurant. But on their very first visit, the father and daughter discover that the restaurant is often closed due to Kotori's mother being away for work and that Kotori often eats alone. After much pleading from his pupil, Kouhei decides to continue to go to the restaurant with Tsumugi to cook and share delicious homemade food with Kotori.

Amaama to Inazuma follows the heartwarming story of a caring father trying his hardest to make his adorable little daughter happy, while exploring the meanings and values behind cooking, family, and the warm meals at home that are often taken for granted.

[Written by MAL Rewrite]",https://myanimelist.net/anime/32828/Amaama_to_Inazuma,19-11-2023,Top Anime
Arknights: Touin Kiro,TV,7.53,2926,29924,1678,3930,"Action, Fantasy",Yostar Pictures,Second season of Arknights.,https://myanimelist.net/anime/53881/Arknights__Touin_Kiro,19-11-2023,Top Anime
Black Jack 21,TV,7.53,4993,13353,1679,5532,"Action, Drama, Medical, Shounen",Tezuka Productions,"No direct-relation sequel to original Black Jack. Black Jack attempts to find out the conspiracy, of why he was involved in the bombfield accident that killed his mother, while he uncovers secrets of Organization and Project ""Noir"", which, his father and other famous doctors were involved in...",https://myanimelist.net/anime/2214/Black_Jack_21,19-11-2023,Top Anime
Doupo Cangqiong 2nd Season Specials,ONA,7.53,1969,3873,1680,8954,"Action, Adventure, Fantasy, Mythology",Motion Magic,The tale of Ice Emperor and his journey as a mercenary. The story tells a story of twin Queen Medusas and their intervention with the Ice Emperor.,https://myanimelist.net/anime/39178/Doupo_Cangqiong_2nd_Season_Specials,19-11-2023,Top Anime
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,Special,7.53,26850,47936,1681,3076,"Action, Comedy, Fantasy, Sci-Fi, Super Power, Shounen",Toei Animation,Special episode about Trunks going back to the future and fighting the Androids. Also known as episode 98 of Dragon Ball Kai.,https://myanimelist.net/anime/11359/Dragon_Ball_Kai__Mirai_ni_Heiwa_wo_Goku_no_Tamashii_yo_Eien_ni,19-11-2023,Top Anime
Drifters (OVA),OVA,7.53,27884,77661,1682,2354,"Action, Adventure, Comedy, Fantasy, Adult Cast, Gore, Historical, Isekai, Military, Samurai, Seinen",Hoods Entertainment,"Despite the Ends’ attack on Verlina being successfully repelled, the war has not yet ended. With the monster armies regrouping, the Black King tightens his grasp on the already conquered territory. New conflicts erupt all across Orte, as its remaining forces struggle to retain control over long-oppressed demi-human races.

While Ends grow more potent each day, Toyohisa Shimazu remains unconscious after heavy injuries suffered during the Battle of Verlina. Facing enemies on every side, humanity’s fate is still on a knife's edge.

[Written by MAL Rewrite]",https://myanimelist.net/anime/36480/Drifters_OVA,19-11-2023,Top Anime
Fantastic Children,TV,7.53,8029,33141,1683,3731,"Adventure, Fantasy, Mystery, Romance, Sci-Fi, Suspense",Nippon Animation,"A group of enigmatic white-haired children has been spotted at different times and places in Europe for over 500 years. Always with the appearance of 11-year-olds, they behave far more mature than they should be, never grow old, and seem to have supernatural power. What they have been seeking is a girl, and the only clue they have is a picture with a crescent moon. Now, in the year of 2012, an athletic boy named Tohma is about to be involved in this centuries-long mystery.

(Source: ANN)",https://myanimelist.net/anime/455/Fantastic_Children,19-11-2023,Top Anime
Giant Killing,TV,7.53,34927,69645,1684,2512,"Drama, Sports, Team Sports, Seinen",Studio Deen,"East Tokyo United (ETU) has been struggling in Japan's top soccer league for the past few years. It has taken everything they have just to avoid relegation. To make matters even worse, the team has lost five matches in a row, leading to abysmal team morale. Even the fans are beginning to abandon them, and rumors hint that the home ground municipality is going to withdraw their support. With countless coaches fired and poor financial choices in hiring players, it is a downward spiral for ETU.

The board of directors, under pressure from general manager Kousei Gotou, takes a gamble and hires a new coach—the slightly eccentric Takeshi Tatsumi. Though considered a great soccer player when he was younger, Tatsumi abandoned ETU years ago. However, since then, he has proven himself successful as the manager of one of England's lower division amateur teams.

Tatsumi's task won't be easy; ETU fans call him a traitor, and the team is pitted against others with larger budgets and better players. Yet even the underdog can take down a goliath, and Tatsumi claims he is an expert at giant killing.

[Written by MAL Rewrite]",https://myanimelist.net/anime/7661/Giant_Killing,19-11-2023,Top Anime
Goblin Slayer II,TV,7.53,19572,272811,1685,854,"Action, Adventure, Fantasy, Gore",LIDENFILMS,Second season of Goblin Slayer.,https://myanimelist.net/anime/47160/Goblin_Slayer_II,19-11-2023,Top Anime
